fs = 250 Hz
N = 15000
96 
112 
96 
96 
128 
96 
96 
96 
96 
128 
96 
128 
96 
112 
96 
96 
96 
96 
16 
16 
128 
96 
96 
96 
16 
96 
96 
128 
96 
128 
96 
112 
80 
96 
128 
128 
96 
96 
256 
32 
16 
96 
128 
128 
128 
96 
176 
112 
96 
112 
96 
96 
112 
128 
96 
96 
16 
96 
112 
96 
128 
96 
96 
224 
176 
96 
96 
112 
96 
96 
96 
96 
64 
128 
128 
112 
96 
96 
112 
96 
112 
224 
96 
96 
176 
96 
112 
128 
96 
128 
96 
96 
128 
144 
96 
112 
96 
128 
112 
96 
112 
96 
144 
96 
96 
144 
80 
144 
128 
128 
112 
160 
176 
96 
112 
144 
112 
144 
96 
176 
96 
96 
96 
96 
96 
96 
96 
128 
128 
112 
112 
96 
224 
96 
96 
16 
96 
80 
112 
112 
128 
96 
128 
112 
96 
128 
80 
96 
96 
96 
128 
176 
16 
128 
96 
128 
112 
128 
176 
128 
128 
144 
128 
128 
128 
128 
112 
128 
128 
128 
128 
128 
96 
128 
96 
176 
128 
128 
128 
144 
128 
128 
128 
128 
128 
128 
128 
128 
192 
128 
128 
128 
96 
144 
32 
128 
144 
128 
128 
128 
128 
128 
128 
96 
128 
80 
192 
208 
128 
128 
144 
128 
128 
128 
128 
144 
192 
192 
128 
48 
224 
144 
128 
64 
128 
144 
128 
128 
144 
128 
192 
128 
192 
144 
144 
48 
128 
128 
128 
144 
144 
176 
144 
144 
144 
160 
160 
128 
160 
96 
144 
1280 
4625 
8177 
10610 
12130 
15059 
18180 
20613 
21669 
22997 
25558 
27782 
28214 
29143 
30663 
32711 
32968 
33128 
34392 
36184 
36680 
36760 
37433 
38985 
39577 
38953 
39177 
40345 
40953 
40137 
39465 
39769 
40345 
39257 
38377 
38297 
38697 
37769 
36440 
35896 
35912 
35176 
33352 
32471 
32567 
31895 
29991 
28807 
28454 
28374 
26662 
25366 
25302 
25654 
25014 
23813 
24117 
24726 
24646 
24117 
24357 
25478 
26262 
25910 
25958 
27590 
29063 
28679 
28727 
30055 
31767 
31895 
31783 
32695 
34216 
34568 
34136 
34632 
35544 
36232 
35128 
34888 
35608 
35944 
34872 
33960 
34136 
34520 
33480 
32471 
32295 
32952 
32615 
31399 
31287 
32343 
32311 
31367 
31367 
32103 
32808 
32055 
31623 
32327 
33304 
32663 
32199 
32872 
33832 
33896 
33096 
33640 
34792 
35352 
34552 
34648 
35736 
36520 
35736 
35416 
36184 
37065 
36424 
35768 
35992 
36776 
35080 
34872 
35432 
35560 
34328 
33768 
34200 
34472 
33576 
32711 
32856 
33592 
33000 
31767 
32007 
33032 
32904 
32135 
32039 
33256 
33512 
32599 
32567 
33560 
34712 
34120 
33544 
34456 
35480 
35144 
34360 
34872 
35912 
35896 
34952 
35336 
36008 
36424 
35288 
34920 
35784 
36328 
35480 
34824 
35416 
36200 
35496 
34696 
34840 
35608 
35208 
34136 
34056 
34568 
34056 
32808 
32231 
32599 
32519 
31015 
30151 
30167 
30423 
29623 
28310 
28727 
29367 
29047 
28374 
28887 
30007 
30535 
30247 
30695 
32471 
33832 
33944 
34264 
36072 
37737 
37849 
38153 
39401 
40921 
40953 
40921 
41194 
42250 
42282 
41258 
41162 
42218 
42394 
41290 
40841 
41162 
41562 
40473 
39481 
39609 
40041 
39017 
37641 
37289 
37657 
37001 
35544 
34920 
35272 
34904 
33512 
32872 
33576 
33880 
32872 
32263 
32695 
33672 
33464 
32872 
33640 
34568 
34872 
34104 
34376 
35592 
36008 
35112 
35096 
36104 
36744 
36024 
35544 
36152 
36889 
36376 
35608 
36072 
36889 
36889 
36264 
36296 
37337 
37385 
36312 
36584 
37177 
36440 
35368 
35800 
36616 
36392 
35496 
35528 
36680 
36776 
35880 
35768 
36632 
37289 
36296 
36008 
36504 
37145 
36408 
35640 
36104 
36808 
36344 
35432 
35496 
36328 
36040 
34840 
34680 
35352 
35176 
34088 
33256 
33560 
33944 
32695 
31767 
31895 
32647 
31879 
30695 
30951 
31751 
31687 
30487 
30599 
31287 
31799 
30503 
30167 
30807 
31447 
30791 
30231 
30903 
31927 
31719 
31031 
31799 
33560 
33992 
34136 
35048 
37353 
38553 
38873 
39961 
41882 
44138 
44426 
45227 
47051 
49164 
49612 
49964 
51132 
52764 
53196 
52780 
53116 
54253 
54701 
53789 
53244 
54045 
54221 
53293 
52380 
52652 
53068 
52124 
50780 
50732 
51020 
50028 
48347 
47755 
47915 
47163 
45675 
44730 
45002 
44938 
43402 
42746 
43034 
43482 
42650 
41786 
42058 
42906 
42586 
41818 
42154 
43194 
43466 
42826 
42506 
43802 
44362 
43530 
43146 
44058 
45067 
44138 
43802 
44186 
45259 
44794 
43866 
44170 
44858 
44762 
43562 
43450 
44106 
44538 
43530 
42874 
43370 
44010 
42890 
42058 
42218 
42778 
41898 
40441 
38665 
37081 
37305 
37721 
37145 
35976 
36136 
36937 
36776 
35624 
35336 
36136 
36312 
34952 
34408 
34984 
35704 
34584 
34056 
34296 
34920 
34392 
33160 
33320 
34296 
33816 
32936 
32471 
33240 
33080 
31911 
31383 
32231 
32663 
31543 
31207 
31591 
32583 
32311 
31687 
32423 
34296 
35080 
35256 
36392 
38505 
40281 
40970 
42426 
45211 
47803 
48907 
50588 
53357 
56349 
57374 
58734 
61166 
62319 
62223 
62895 
62159 
62351 
62447 
62623 
62367 
62271 
62495 
62383 
62495 
62639 
62351 
62159 
62575 
62287 
62431 
62623 
62239 
62159 
62175 
62191 
62255 
62527 
62431 
62239 
62223 
62191 
62287 
62479 
62319 
62175 
62575 
62639 
62431 
62239 
62671 
62095 
60862 
58670 
57710 
57502 
57165 
55213 
54301 
54365 
54733 
53261 
52092 
52412 
53132 
52508 
51116 
51292 
52140 
52108 
51052 
50828 
51756 
52124 
51132 
50652 
51484 
52284 
51292 
50716 
51372 
52140 
51516 
50588 
50972 
51884 
51660 
50716 
50652 
51596 
51788 
50460 
50012 
50924 
51356 
50268 
49644 
50124 
50748 
49372 
48811 
49484 
49372 
47787 
47211 
47371 
47371 
45867 
44874 
44906 
45211 
43674 
42234 
41866 
42298 
41242 
39257 
38585 
39193 
38521 
36873 
36152 
36456 
36248 
35096 
33976 
34248 
34552 
33592 
32647 
33064 
33944 
33720 
32920 
33464 
34968 
35304 
35032 
36056 
38217 
39817 
40425 
41882 
44570 
47515 
48971 
50972 
54125 
57566 
59806 
61535 
62447 
62655 
62255 
62383 
62735 
62255 
62687 
62543 
62527 
62303 
62351 
62687 
62495 
62495 
62495 
62367 
62255 
62655 
62383 
62687 
62607 
62415 
62495 
62671 
62207 
62767 
62447 
62703 
62543 
62623 
62383 
62191 
62559 
62367 
62143 
62303 
62495 
62655 
62767 
62239 
62479 
62223 
62719 
62255 
62543 
62607 
62383 
62319 
62431 
62415 
62319 
62431 
62543 
62607 
62239 
62223 
62639 
62639 
62863 
62527 
62655 
62527 
62335 
62367 
62271 
62335 
62271 
61342 
60142 
59598 
57341 
54925 
53773 
53196 
51980 
49003 
47723 
47435 
46811 
44682 
42906 
42922 
42826 
40953 
39465 
39001 
39321 
38313 
36856 
36328 
37033 
36488 
35016 
34648 
35336 
34584 
33160 
33448 
34104 
33368 
31623 
31639 
32375 
32135 
30759 
30423 
31111 
