fs = 250 Hz
N = 15000
80 
96 
62175 
62351 
112 
128 
62223 
62367 
16 
176 
52460 
62271 
144 
176 
144 
62047 
62431 
96 
112 
62303 
62527 
176 
192 
62143 
62431 
176 
96 
62367 
62175 
144 
112 
7441 
62511 
62367 
96 
112 
62287 
62111 
96 
112 
62127 
62303 
128 
96 
62271 
62111 
192 
96 
55869 
62239 
62319 
96 
128 
62431 
62479 
128 
80 
62447 
62287 
96 
96 
62607 
62143 
128 
192 
62271 
62159 
144 
96 
128 
62239 
62191 
192 
112 
62415 
62239 
96 
96 
62079 
62239 
128 
32 
62271 
62223 
2304 
96 
128 
62399 
62415 
112 
112 
62159 
62111 
112 
96 
62191 
62351 
128 
176 
62559 
62367 
11122 
96 
128 
62575 
62543 
96 
112 
62319 
62351 
96 
96 
62479 
62143 
144 
112 
62191 
62271 
51932 
96 
144 
62127 
62351 
96 
96 
62351 
62175 
96 
128 
62495 
62431 
80 
0 
62175 
62415 
62175 
0 
62271 
62303 
62431 
112 
96 
62431 
62351 
80 
112 
62479 
62511 
96 
128 
62367 
62271 
128 
128 
48603 
62527 
62175 
96 
144 
62367 
62495 
96 
144 
62191 
62255 
144 
96 
62175 
62527 
16980 
144 
62303 
62399 
96 
96 
62191 
62367 
128 
64 
62303 
62223 
128 
16 
62111 
62255 
62575 
96 
144 
62463 
62495 
96 
96 
62303 
62575 
96 
144 
62271 
62143 
128 
16 
62127 
62223 
62111 
128 
144 
62303 
62159 
144 
144 
62127 
62479 
0 
128 
62463 
62415 
176 
96 
62527 
62271 
62415 
96 
62367 
62383 
62143 
96 
96 
62447 
62463 
0 
112 
62175 
62255 
144 
176 
62607 
62543 
62191 
96 
62479 
62479 
62047 
96 
128 
62479 
62159 
160 
192 
62271 
62287 
144 
176 
62271 
62431 
62415 
96 
61038 
62159 
62063 
112 
128 
62367 
62287 
96 
112 
62463 
62511 
272 
96 
62255 
62559 
62559 
0 
62447 
62303 
62559 
112 
128 
62303 
62143 
112 
96 
62367 
62415 
128 
128 
62367 
62223 
22741 
176 
62351 
62431 
62111 
0 
144 
62127 
62367 
96 
96 
62159 
62623 
192 
128 
62431 
62447 
62399 
96 
62047 
62223 
62399 
64 
144 
62207 
62255 
96 
128 
62479 
62223 
128 
176 
62159 
62431 
128 
128 
62607 
62527 
62143 
128 
62479 
62239 
62143 
128 
128 
62351 
62511 
96 
96 
62223 
62255 
144 
144 
62511 
62495 
62271 
128 
38345 
62415 
96 
96 
62095 
62527 
38425 
128 
62431 
62255 
62351 
96 
62255 
62351 
62159 
128 
192 
62543 
62175 
256 
112 
62495 
62191 
128 
112 
62303 
62639 
62095 
128 
62527 
62351 
62223 
80 
128 
62367 
62559 
96 
96 
62431 
62543 
144 
0 
62511 
62527 
62223 
128 
62447 
62415 
62191 
96 
144 
62319 
62415 
112 
112 
62383 
62447 
128 
80 
62367 
62287 
62287 
96 
62479 
62559 
62287 
272 
62191 
62143 
62159 
96 
112 
62207 
62783 
160 
96 
62111 
62367 
62543 
16 
62543 
62383 
62223 
128 
62495 
62319 
62479 
96 
128 
62223 
62383 
160 
96 
62271 
62175 
62303 
96 
62399 
62431 
62479 
96 
62271 
62511 
62447 
128 
128 
62479 
62239 
112 
128 
62479 
62623 
144 
96 
62479 
62239 
62287 
128 
62127 
62255 
62527 
96 
128 
62511 
62495 
128 
96 
62431 
62575 
14611 
144 
62543 
62191 
62431 
96 
62271 
62143 
62383 
96 
96 
62383 
62111 
112 
96 
62511 
62223 
62095 
96 
62383 
62255 
62495 
112 
62543 
62559 
62655 
112 
144 
62639 
62367 
128 
112 
62367 
62191 
128 
128 
62207 
62143 
62319 
128 
62191 
62287 
96 
128 
62399 
62175 
144 
96 
62415 
62511 
62431 
112 
62191 
62255 
62223 
96 
62383 
62207 
62431 
128 
176 
62367 
62255 
128 
96 
62479 
62143 
62559 
96 
62191 
62351 
62527 
96 
62287 
62207 
62607 
144 
128 
62319 
62159 
144 
96 
62495 
62239 
62159 
96 
62575 
62431 
62431 
112 
62399 
62159 
62367 
96 
11170 
62127 
62447 
160 
96 
62239 
62351 
62527 
96 
62623 
62127 
62623 
80 
62623 
62383 
62415 
96 
192 
62527 
62303 
112 
160 
62431 
62431 
20565 
96 
62671 
62191 
62303 
128 
62607 
62543 
62191 
96 
62623 
62495 
62511 
96 
96 
62207 
62127 
55821 
128 
62303 
62399 
62367 
0 
62559 
62111 
62415 
96 
62479 
62511 
62351 
96 
48 
62511 
62495 
62399 
128 
62575 
62367 
62207 
96 
62159 
62495 
62271 
96 
62623 
62175 
62367 
112 
192 
62159 
62607 
128 
96 
62495 
62383 
62143 
96 
62175 
62351 
62159 
128 
62543 
62255 
62543 
96 
2944 
62607 
62543 
144 
160 
62543 
62559 
62415 
112 
62383 
62703 
62431 
32 
62239 
62623 
62207 
144 
16484 
62207 
62543 
96 
96 
62399 
62111 
62223 
62447 
80 
128 
62575 
62287 
38617 
0 
62239 
62127 
62175 
96 
62351 
62223 
62239 
192 
62303 
62239 
62175 
96 
96 
62271 
62287 
58318 
96 
62239 
62191 
62239 
96 
62671 
62271 
62383 
192 
62479 
62495 
62223 
48 
144 
62303 
62511 
62527 
192 
62367 
62319 
62207 
192 
62543 
62319 
62575 
128 
62575 
62271 
62047 
128 
144 
62223 
62335 
128 
112 
62319 
62319 
62543 
96 
62511 
62527 
62495 
112 
62559 
62191 
62431 
176 
62239 
62511 
62159 
144 
112 
62239 
62575 
62207 
128 
62335 
62271 
62495 
96 
62239 
62063 
62239 
176 
62575 
62623 
62383 
128 
128 
62575 
62191 
62447 
96 
62367 
62447 
62319 
160 
62527 
62303 
62367 
96 
62159 
62255 
62223 
112 
128 
62607 
62191 
51724 
96 
62255 
62319 
62143 
160 
62415 
62623 
62479 
128 
62287 
62287 
62559 
128 
160 
62607 
62607 
62095 
96 
62303 
62623 
62335 
96 
62415 
62255 
62431 
128 
62591 
62191 
62159 
192 
32 
62399 
62223 
176 
112 
62159 
62607 
62143 
128 
62175 
62511 
62559 
128 
62303 
62495 
62111 
96 
144 
62191 
62495 
96 
62511 
62431 
62159 
16 
62447 
62223 
62207 
128 
62399 
62191 
62111 
50796 
192 
62527 
62143 
62447 
112 
62223 
62655 
62415 
96 
62367 
62479 
62415 
128 
62479 
62495 
62447 
128 
48 
62191 
62143 
62351 
256 
62575 
62543 
62191 
0 
62607 
62159 
62607 
128 
62479 
62383 
62383 
144 
160 
62335 
62239 
62367 
96 
62399 
62031 
62511 
128 
62639 
62319 
62111 
112 
62575 
62431 
62767 
96 
8626 
62655 
62239 
62559 
96 
62383 
62495 
62223 
96 
62447 
62095 
62431 
128 
62239 
62143 
62175 
128 
144 
62559 
62559 
208 
112 
62479 
62399 
62143 
96 
62639 
62431 
62383 
0 
62895 
62543 
62319 
144 
62223 
62239 
62223 
62415 
144 
62287 
62271 
62175 
160 
62447 
62111 
62287 
144 
62239 
62415 
62607 
62607 
62655 
62431 
62415 
62223 
62351 
62255 
62479 
62223 
62383 
62287 
62287 
62479 
62303 
62303 
62607 
62287 
62351 
62191 
62303 
62607 
62399 
62575 
62239 
62223 
62527 
62543 
62655 
62239 
62351 
62559 
62415 
62367 
62319 
62207 
62607 
62607 
62223 
62543 
62127 
62527 
62175 
62511 
62575 
62351 
62479 
62511 
62671 
62927 
62607 
62831 
62991 
62495 
62527 
62495 
62863 
62671 
62943 
62879 
62735 
62895 
62911 
62735 
62575 
62623 
63055 
62991 
62751 
62671 
62831 
62639 
63007 
62623 
62863 
62815 
62687 
62831 
63039 
62927 
63055 
62751 
62495 
62751 
62703 
62815 
62879 
62975 
62735 
62655 
62671 
62607 
63007 
62575 
62815 
62991 
63167 
63119 
63023 
62959 
62671 
63023 
62927 
62703 
62879 
62639 
63023 
62607 
63023 
62911 
62831 
63183 
62655 
63071 
62895 
62799 
62863 
62815 
62799 
63183 
63039 
62687 
62927 
62639 
62687 
62911 
62799 
63071 
62815 
62911 
62943 
62735 
62799 
62911 
62959 
63055 
63007 
62879 
62687 
62527 
62703 
62943 
62863 
62559 
62959 
62495 
62543 
62479 
62927 
62863 
62415 
62735 
62831 
62479 
62655 
62463 
62495 
62399 
62639 
62607 
62255 
62559 
62623 
62495 
62303 
62239 
62271 
62527 
62479 
62239 
62511 
62543 
62159 
62607 
62351 
62415 
62223 
62527 
62287 
62623 
62559 
62351 
62127 
62431 
62191 
62255 
62527 
62239 
62543 
62527 
62191 
62431 
62479 
62431 
62303 
62479 
62559 
62175 
62239 
62223 
62479 
62239 
62239 
62319 
62287 
62191 
62207 
62511 
62191 
62175 
62367 
62159 
30471 
62191 
62431 
33096 
144 
62543 
62479 
50860 
144 
62383 
62383 
62495 
128 
27638 
62255 
62431 
144 
128 
62191 
62383 
144 
128 
62367 
62191 
144 
144 
62495 
62175 
20180 
128 
62431 
62271 
62191 
32 
144 
62559 
62575 
176 
208 
62543 
62111 
11602 
128 
62239 
62127 
62143 
208 
62383 
62143 
62175 
62383 
62767 
62335 
62207 
62335 
62207 
62175 
62431 
62207 
62543 
62543 
62543 
62399 
62543 
62431 
62527 
62303 
62383 
62431 
62255 
62415 
62543 
62783 
62175 
62255 
62495 
62351 
62543 
62095 
62191 
62239 
62223 
62239 
62383 
62447 
62735 
62431 
62527 
62111 
62559 
62479 
62287 
62303 
62383 
62143 
62415 
62543 
62495 
62159 
62367 
62303 
62175 
62415 
62063 
62287 
62559 
62159 
62511 
62431 
62543 
62527 
62367 
62415 
62271 
62303 
62495 
62255 
58142 
54605 
51980 
49035 
46363 
43402 
40953 
38729 
36376 
34152 
32327 
30647 
22917 
22805 
22501 
22405 
23093 
23429 
23653 
23941 
24758 
25526 
25990 
26534 
27606 
28582 
29399 
30087 
31079 
32071 
32968 
33768 
34824 
35912 
36921 
37385 
38121 
39241 
40201 
40729 
40953 
41866 
42858 
43194 
43354 
43722 
44330 
44698 
44522 
44618 
44730 
44730 
44362 
44026 
44138 
43946 
43274 
42794 
42330 
42042 
41258 
40505 
39929 
39465 
38841 
37705 
36856 
36504 
35768 
34792 
33960 
33704 
33032 
32103 
31543 
30935 
30679 
30119 
29319 
29207 
29463 
28903 
28470 
28262 
28454 
28342 
27958 
27878 
28182 
28278 
28086 
28054 
28550 
28646 
28759 
28839 
28983 
29495 
29703 
29655 
30007 
30567 
30951 
30727 
30903 
31319 
31559 
31383 
31367 
31671 
31831 
31415 
31271 
31351 
31255 
31111 
30519 
30279 
30439 
30311 
29687 
29319 
29383 
29223 
28550 
28294 
28198 
28230 
27878 
27606 
27606 
27846 
27750 
27494 
27718 
27974 
28246 
27846 
28038 
28566 
28823 
28406 
28630 
29127 
29335 
29271 
29079 
29607 
29831 
29703 
29511 
29735 
29991 
29879 
29719 
29559 
30103 
30087 
29719 
29895 
30279 
29783 
29575 
29687 
29911 
29783 
29527 
29367 
29495 
29591 
29351 
29287 
29415 
29415 
29111 
28823 
29175 
29255 
29111 
28887 
29111 
29287 
29351 
29079 
29239 
29575 
29735 
29527 
29799 
30231 
30359 
30551 
30439 
30871 
31303 
31367 
31207 
31751 
32151 
32231 
32199 
32487 
32840 
32824 
32647 
32872 
32952 
33112 
32904 
32856 
32984 
33272 
32824 
32599 
32519 
32615 
32439 
32055 
32023 
31991 
31799 
31319 
31207 
31495 
31559 
31031 
30951 
30919 
31015 
30775 
30663 
30919 
31207 
30983 
30727 
30919 
31143 
31079 
30855 
30871 
31159 
31271 
31063 
31111 
31431 
31623 
31415 
31415 
31639 
31975 
31815 
31703 
31799 
32167 
32167 
31959 
32167 
32439 
32583 
32439 
32535 
33032 
33112 
33000 
32984 
33240 
33368 
33320 
33096 
33288 
33416 
33336 
33160 
33304 
33480 
33432 
33160 
32952 
33320 
33016 
32920 
32792 
32968 
33096 
32583 
32439 
32776 
32551 
32583 
32295 
32151 
32423 
32231 
31959 
32071 
32183 
32231 
32039 
31959 
32007 
32151 
31895 
31671 
31959 
32039 
31751 
31783 
31959 
31879 
31687 
31687 
31991 
31943 
31879 
31591 
31975 
32103 
31863 
31703 
31895 
32231 
32247 
32039 
31959 
32263 
32439 
31943 
32199 
32423 
32535 
32439 
32279 
32471 
32792 
32615 
32535 
32615 
32984 
32968 
32920 
32856 
33320 
33384 
33304 
33384 
33816 
33768 
33672 
33752 
34024 
34216 
34200 
34056 
34392 
34472 
34312 
34152 
34552 
34568 
34472 
34264 
34136 
34424 
34440 
34088 
34104 
34024 
34040 
33832 
33560 
33720 
33640 
33400 
33160 
32968 
33288 
32872 
32615 
32615 
32551 
32567 
32039 
31943 
32103 
32151 
31879 
31655 
31767 
31815 
31687 
31591 
31639 
32071 
31767 
31751 
31655 
31895 
31943 
31639 
31815 
32183 
32423 
31943 
32183 
32343 
32487 
32343 
32391 
32551 
32840 
32695 
32663 
32840 
33064 
33208 
33032 
32936 
33304 
33400 
33128 
33320 
33288 
32904 
33128 
33320 
33272 
32824 
32952 
33192 
33032 
32968 
32615 
32792 
32904 
32840 
32471 
32647 
32920 
32679 
32503 
32375 
32583 
32631 
32215 
32215 
32647 
32423 
32087 
31943 
32391 
32423 
31959 
32023 
32439 
32215 
32135 
31975 
32439 
32407 
31975 
32007 
32231 
32487 
32311 
32087 
32151 
32471 
32279 
32247 
32167 
32567 
32455 
32343 
32391 
32631 
32727 
32455 
32471 
32695 
32904 
32615 
32695 
32936 
33080 
33176 
33000 
33192 
33480 
33768 
33416 
33800 
33928 
34120 
34056 
34136 
34616 
34872 
34696 
34616 
35048 
35304 
35304 
35112 
35304 
35672 
35608 
35240 
35208 
35624 
35656 
35256 
35176 
35208 
35240 
34792 
34600 
34648 
34712 
34216 
33688 
33688 
33720 
33496 
32952 
32776 
33064 
32840 
32455 
32135 
32311 
32279 
31943 
31767 
32103 
32199 
31575 
31447 
31639 
31799 
31735 
31639 
31559 
31927 
31863 
31543 
31623 
31991 
32087 
31847 
31783 
32215 
32519 
32231 
32263 
32487 
32711 
32711 
32519 
32840 
32824 
33080 
32936 
32984 
33384 
33384 
33176 
33160 
33512 
33608 
33336 
33256 
33528 
33672 
33512 
33096 
33320 
33432 
33464 
33224 
33160 
33304 
33368 
32840 
32663 
33112 
33240 
32792 
32519 
32792 
33048 
32856 
32407 
32535 
32695 
32856 
32519 
31911 
32023 
32359 
32423 
32007 
32007 
32359 
32119 
32183 
31959 
32199 
32439 
32279 
32087 
32471 
32679 
32519 
32183 
32343 
32695 
32695 
32776 
32647 
33208 
33208 
32727 
32968 
33368 
33848 
33720 
33704 
34280 
34616 
34568 
34520 
34936 
35352 
35608 
35528 
35752 
36120 
36392 
36056 
36136 
36424 
36808 
36328 
36168 
36600 
36648 
36152 
35928 
36008 
36136 
35784 
35256 
35336 
35352 
35160 
34488 
34072 
34328 
34120 
33448 
33128 
33224 
33000 
32567 
32263 
32119 
32343 
31831 
31335 
31399 
31655 
31703 
30983 
31127 
31351 
31287 
31127 
31079 
31495 
31591 
31319 
31431 
31831 
32023 
31927 
31767 
32071 
32519 
32423 
32247 
32471 
32936 
32968 
32711 
32776 
33224 
33672 
33240 
33160 
33512 
33720 
33496 
33320 
33624 
33880 
33736 
33240 
33496 
33704 
33688 
33256 
33224 
33576 
33496 
33304 
33048 
33112 
33384 
33080 
32936 
32952 
32968 
33000 
32631 
32567 
32904 
32663 
32279 
32279 
32711 
32487 
32295 
32231 
32391 
32327 
32151 
31895 
32055 
32263 
32055 
31975 
32071 
32343 
31927 
31799 
32039 
32183 
32087 
31879 
32087 
32295 
32183 
31927 
32215 
32471 
32535 
32295 
32423 
32808 
32968 
32840 
32824 
33336 
33592 
33608 
33512 
34024 
34408 
34616 
34504 
34888 
35560 
35784 
35848 
